ncl,cltype,LCO,LCOerr,L13CO,L13COerr,LHCO,LHCOerr,LHCN,LHCNerr,LCS,LCSerr,vel_dispCO,vel_dispCOerr,vel_disp13CO,vel_disp13COerr,vel_dispHCO,vel_dispHCOerr,vel_dispHCN,vel_dispHCNerr,vel_dispCS,vel_dispCSerr,maj,min,R,Rerr,area,perim
1,1,7200,720,856.6,85.66,91.09,9.112,19.2,1.933,14.05,1.421,8.045,0.2449,5.695,0.1893,5.905,0.2081,6.33,0.4666,5.14,0.523,12.36,2.232,8.523,5.111,857.9,140.4
2,0,7450,745,861.5,86.16,88.89,8.894,17.95,1.813,13.43,1.365,7.48,0.2415,5.333,0.1832,5.428,0.1955,6.012,0.451,4.86,0.5005,12.32,2.236,8.52,4.856,858.6,117.2
3,1,6992,699.2,853.6,85.37,92.56,9.259,19.86,1.996,14.28,1.441,8.602,0.2495,6.038,0.1977,6.355,0.2475,6.823,0.6961,5.33,0.7002,12.36,2.232,8.523,5.109,848.2,312.7
4,2,0.6099,0.06633,0.07042,0.01722,nan,nan,nan,nan,nan,nan,nan,nan,0.5181,0.3953,nan,nan,nan,nan,nan,nan,0.303,0.8944,0.6985,0.7314,2.279,17.6
5,1,6851,685.1,848.9,84.9,93.76,9.379,20.42,2.05,15.14,1.524,9.258,0.2669,6.358,0.254,6.849,0.54,0.2855,3216,0.4209,8851,12.37,2.236,8.537,5.106,826.4,517.6
6,2,0.5682,0.06167,0.07316,0.01522,nan,nan,nan,nan,nan,nan,1.901,0.1013,1.536,0.514,nan,nan,nan,nan,nan,nan,0.2325,0.1878,nan,0.04559,1.185,7.563
7,1,6808,680.8,846.9,84.69,94.25,9.427,20.45,2.054,15.39,1.549,9.375,0.2495,6.46,0.2354,7.09,0.5552,0.1963,inf,-0.957,0.2613,12.37,2.236,8.537,5.107,812,596.6
8,2,1.169,0.1211,0.2469,0.03176,nan,nan,nan,nan,nan,nan,2.414,0.09058,2.688,0.2537,nan,nan,nan,nan,nan,nan,0.203,0.2463,nan,0.00983,1.19,6.109
9,1,6738,673.8,843,84.31,95.09,9.511,20.84,2.091,16.1,1.619,9.659,0.2405,6.632,0.2729,7.413,0.7064,0.2362,3.205e+05,-1.556,1.176,12.36,2.232,8.523,5.111,788.9,719.7
10,1,6752,675.2,843.8,84.38,94.89,9.491,20.72,2.079,15.89,1.598,9.588,0.2411,6.591,0.2706,7.363,0.6773,0.225,inf,-1.447,1.321,12.36,2.232,8.523,5.111,795.5,715.4
11,1,6586,658.6,828.8,82.88,95.86,9.588,21.04,2.111,16.52,1.66,9.878,0.2389,6.677,0.2834,7.675,0.6671,0.1587,4.216e+05,-0.1462,3.926e+06,12.37,2.236,8.537,5.109,723.4,730.6
12,1,6212,621.2,785.9,78.6,96.74,9.676,21.8,2.186,17.01,1.708,9.729,0.1999,6.743,0.2053,9.871,0.9161,0.5844,0.07254,5.904,1.462,8.49,2.409,7.336,4.204,631,651
13,1,6609,660.9,830.1,83.02,95.53,9.556,20.86,2.092,16.43,1.651,9.789,0.2369,6.631,0.2848,0.3103,28.49,0.1176,4.228e+05,-0.2606,2.105e+04,12.37,2.236,8.537,5.109,737.9,756.7
14,1,6703,670.3,841,84.1,95.59,9.561,21.04,2.111,16.29,1.638,9.803,0.2402,6.714,0.2895,0.3129,15.3,0.2065,9.731e+05,-0.2085,9.637e+06,12.36,2.232,8.523,5.112,775.7,780.7
15,1,6559,655.9,827.2,82.72,96.46,9.648,21.33,2.14,16.81,1.689,9.94,0.2265,6.74,0.2593,2.097,1.448,0.7326,0.2008,0.1186,6.362e+11,12.37,2.236,8.537,5.109,710.5,737.1
16,1,6322,632.2,795.1,79.51,97.21,9.723,21.67,2.173,17.2,1.727,10.15,0.25,6.83,0.2518,2.089,1.414,0.5932,0.09707,0.2761,6.335,8.49,2.409,7.336,4.204,664.1,669.5
17,1,6332,633.2,795.9,79.59,96.98,9.7,21.57,2.163,17.04,1.712,10.11,0.248,6.804,0.252,1.732,1.086,0.595,0.08433,0.1538,6.369e+05,8.49,2.402,7.325,4.14,668.5,668.5
18,1,6563,656.3,827.4,82.74,96.37,9.639,21.27,2.133,16.76,1.684,9.934,0.2248,6.733,0.2399,2.082,1.431,0.7172,0.2116,0.09193,inf,12.37,2.236,8.537,5.11,712.5,735.5
19,1,6686,668.6,840.1,84.02,95.79,9.582,21.1,2.117,16.41,1.649,9.865,0.2391,6.754,0.2947,0.3231,14.24,0.1952,inf,0.0943,inf,12.36,2.232,8.523,5.113,767.3,801.8
20,1,6305,630.5,794,79.4,97.51,9.753,21.78,2.183,17.28,1.735,9.965,0.1941,6.825,0.2092,9.451,0.8578,0.5789,0.07004,6.824,1.621,8.49,2.409,7.336,4.204,659.6,682.7
21,1,6197,619.7,785,78.51,96.98,9.7,21.97,2.203,17.14,1.721,9.735,0.199,6.784,0.2053,8.722,0.709,1.48,0.4518,5.942,1.436,8.49,2.409,7.336,4.204,626.4,667
22,1,6069,606.9,776.6,77.66,99.73,9.975,23.07,2.312,18.44,1.85,9.977,0.1934,6.979,0.2994,9.223,0.5279,0.9796,0.153,-0.2669,2528,8.49,2.409,7.336,4.204,567.9,662.6
23,1,5977,597.7,770.2,77.02,101.4,10.14,23.79,2.383,19.35,1.94,10.09,0.2031,7.144,0.2263,9.266,0.4631,0.4781,0.5265,7.449,1.067,8.49,2.409,7.336,4.204,531.4,647.8
24,1,5726,572.6,740.2,74.02,100.8,10.08,23.53,2.358,19.67,1.972,9.934,0.2062,6.882,0.2073,9.169,0.466,7.267,1.343,6.817,0.9278,8.491,2.409,7.336,4.204,487.3,624
25,1,5770,577,743.3,74.33,100.1,10.01,23.3,2.334,19.23,1.927,9.918,0.2037,6.784,0.2142,9.425,0.4666,0.3789,1.608,-6.8,1.044,8.491,2.409,7.336,4.204,498.9,589
26,1,6008,600.8,772.3,77.23,100.8,10.08,23.53,2.357,19.05,1.911,10.02,0.1961,7.11,0.2271,9.219,0.4677,0.5558,0.3693,7.742,1.027,8.49,2.409,7.336,4.204,541.7,644.2
27,1,6526,652.6,825.5,82.55,96.86,9.688,21.51,2.158,17.05,1.712,10.06,0.2371,6.802,0.2607,0.4334,1.439,0.6031,0.08083,-8.091,3.444,12.37,2.236,8.537,5.109,701,757.2
28,1,6048,604.8,775.2,77.52,100.1,10.01,23.17,2.322,18.68,1.874,9.961,0.1955,7.058,0.2387,9.225,0.4732,0.5916,0.3747,7.376,0.959,8.49,2.409,7.336,4.204,557.3,644.6
29,1,5676,567.6,736.6,73.66,101.5,10.15,23.81,2.385,20.17,2.021,9.93,0.2066,6.947,0.2095,9.122,0.4709,7.156,1.264,6.933,0.9431,8.492,2.409,7.336,4.204,472.1,652.8
30,1,5662,566.2,735.5,73.55,101.7,10.17,23.91,2.395,20.35,2.04,9.923,0.2063,6.94,0.2113,9.123,0.4676,7.299,1.241,6.965,0.8612,8.491,2.409,7.336,4.204,462.2,606.4
31,1,5634,563.4,733.6,73.36,102.2,10.22,24.05,2.409,20.61,2.065,9.97,0.2081,6.981,0.2096,9.208,0.4743,7.242,1.284,7.287,0.857,8.491,2.409,7.336,4.204,454.6,613.8
32,1,5380,538,713.3,71.33,104.4,10.45,24.88,2.491,22.08,2.211,9.943,0.2178,7.017,0.2071,9.74,0.5016,8.958,1.007,6.447,0.8753,8.492,2.41,7.338,4.221,379.2,608.5
33,1,5332,533.2,708.8,70.88,104.7,10.47,24.99,2.502,22.35,2.238,9.948,0.2156,7.045,0.2098,9.797,0.5196,8.989,1.02,6.41,0.8678,8.492,2.41,7.338,4.221,363.8,587
34,1,5403,540.3,715.1,71.51,104.4,10.44,24.84,2.487,21.98,2.201,9.923,0.2168,7.008,0.205,9.721,0.4984,8.779,0.978,6.413,0.8372,8.493,2.409,7.336,4.204,384.6,599.4
35,1,5548,554.8,727.2,72.73,103.1,10.31,24.32,2.435,21.08,2.112,10.01,0.2125,7.003,0.2102,9.391,0.5282,7.073,1.409,7.271,0.9852,8.491,2.409,7.336,4.204,433,628.2
36,1,6019,601.9,773.3,77.33,100.6,10.06,23.39,2.344,18.96,1.901,10.02,0.1956,7.11,0.2295,9.283,0.4708,0.5629,0.3643,7.693,1.015,8.49,2.409,7.336,4.204,547.5,665
37,1,5352,535.2,710.3,71.03,104.6,10.46,24.94,2.497,22.24,2.227,9.924,0.2159,7.011,0.2071,9.684,0.493,8.926,1.001,6.478,0.8503,8.492,2.41,7.338,4.221,369.3,588.2
38,1,5061,506.1,683,68.3,104.3,10.44,24.93,2.495,23.06,2.309,9.847,0.2183,6.981,0.2116,9.181,0.4646,8.749,0.7747,6.225,0.8729,8.501,2.407,7.338,4.234,291.7,459.9
39,1,5262,526.2,703,70.3,104.8,10.48,25.03,2.506,22.68,2.271,9.942,0.2159,7.054,0.2102,9.655,0.5039,8.847,0.9739,6.406,0.8887,8.493,2.408,7.336,4.204,342.6,572.3
40,1,5469,546.9,720.4,72.04,103.8,10.38,24.69,2.472,21.6,2.163,10,0.2112,7.038,0.2124,9.462,0.5873,7.545,1.346,6.609,0.8591,8.492,2.409,7.336,4.204,407.9,616.8
41,1,5670,567,736.1,73.61,101.6,10.16,23.86,2.39,20.21,2.026,9.939,0.2069,6.95,0.2089,9.149,0.4751,7.283,1.237,6.978,0.8903,8.492,2.409,7.336,4.204,469.6,646.2
42,1,5010,501,678.5,67.85,104.2,10.42,24.87,2.49,23.19,2.322,9.829,0.2172,6.984,0.2154,9.145,0.4595,8.827,0.773,6.166,0.8517,8.49,2.402,7.325,4.222,278.8,454.1
43,1,5023,502.3,679.6,67.96,104.2,10.42,24.92,2.494,23.14,2.316,9.847,0.2172,7.001,0.2157,9.197,0.4649,8.831,0.8033,6.176,0.8694,8.49,2.402,7.325,4.222,282.8,462.8
44,1,5178,517.8,695.2,69.52,104.4,10.44,24.86,2.489,22.75,2.278,9.903,0.2213,6.998,0.2115,9.452,0.4868,8.804,0.8703,6.271,0.9006,8.493,2.41,7.339,4.221,320.8,534.2
45,1,5509,550.9,724.3,72.43,103.4,10.34,24.54,2.457,21.3,2.134,10.01,0.2116,7.02,0.2101,9.602,0.5684,7.403,1.464,6.677,0.8945,8.492,2.409,7.336,4.204,419.4,615.5
46,1,5362,536.2,711.1,71.11,104.5,10.46,24.92,2.495,22.2,2.223,9.919,0.2164,7.005,0.2067,9.687,0.4953,8.929,1.011,6.466,0.8496,8.492,2.41,7.338,4.221,372.1,583.7
47,1,5316,531.6,707.4,70.74,104.7,10.47,24.99,2.502,22.43,2.246,9.953,0.2149,7.054,0.209,9.789,0.5182,8.949,1.053,6.463,0.8616,8.485,2.407,7.331,4.199,359.8,592.5
48,1,5290,529,705.1,70.51,104.6,10.46,25.01,2.504,22.57,2.26,9.948,0.2158,7.032,0.2096,9.747,0.5153,8.947,1.029,6.467,0.8736,8.485,2.407,7.331,4.199,351.5,582.9
49,1,5437,543.7,717.6,71.77,104.2,10.42,24.8,2.483,21.8,2.183,9.914,0.2169,6.989,0.2053,9.76,0.5013,8.663,1.017,6.435,0.8138,8.492,2.409,7.336,4.204,396.3,606.8
50,1,6530,653,825.7,82.57,96.83,9.685,21.46,2.152,17.04,1.711,10.03,0.2339,6.787,0.2558,0.4334,1.433,0.6032,0.07861,-7.78,3.296,12.37,2.236,8.537,5.109,702,751.9
51,1,6671,667.1,838.9,83.89,96.03,9.606,21.2,2.127,16.52,1.66,9.942,0.2392,6.792,0.295,0.3226,14.39,0.2088,9.89e+05,0.2587,1.035e+04,12.36,2.232,8.523,5.113,759.7,812
52,1,5956,595.6,768.6,76.87,101.6,10.16,23.93,2.397,19.47,1.951,10.13,0.2048,7.162,0.2263,9.468,0.4661,0.4927,0.4055,-6.786,1.022,8.49,2.409,7.336,4.204,525.8,654.2
53,1,186.8,18.68,29.26,2.929,0.02041,0.01617,0.02482,0.01456,0.05287,0.01219,5.173,0.2482,4.235,0.3973,3.123,1.103,0.8084,0.1817,0.2957,16.63,2.552,0.5673,1.896,2.018,30.37,109.5
54,1,6029,602.9,773.9,77.4,100.5,10.05,23.32,2.336,18.85,1.89,9.995,0.1953,7.089,0.232,9.326,0.4771,0.5794,0.3724,7.764,1.093,8.49,2.409,7.336,4.204,550.5,652.3
55,1,5539,553.9,726.6,72.66,103.1,10.32,24.35,2.439,21.05,2.109,10.01,0.2122,7.011,0.2113,9.776,0.5885,7.151,1.427,6.282,0.8985,8.491,2.409,7.336,4.204,431.1,628.2
56,1,5097,509.7,686,68.61,104.3,10.43,24.86,2.488,22.88,2.291,9.89,0.2166,6.998,0.2131,9.323,0.4735,8.882,0.8067,6.291,0.9279,8.501,2.407,7.338,4.234,302.9,484.6
57,1,4904,490.4,668.9,66.89,103.7,10.38,24.78,2.48,23.26,2.329,9.703,0.2192,6.93,0.202,8.862,0.4377,8.816,0.7374,6.22,0.8118,8.462,2.401,7.311,4.175,253.5,409.4
58,1,4962,496.2,674.6,67.46,104,10.4,24.79,2.482,23.26,2.328,9.736,0.2178,6.952,0.1963,8.976,0.4454,8.854,0.7437,6.199,0.8314,8.49,2.402,7.325,4.222,266.9,436.5
59,1,5951,595.1,768.4,76.84,101.6,10.17,23.96,2.4,19.48,1.953,10.15,0.204,7.179,0.227,9.482,0.465,0.4949,0.3998,-6.878,1.055,8.491,2.409,7.336,4.204,524.4,655.4
60,1,5305,530.5,706.3,70.63,104.7,10.47,25.02,2.505,22.48,2.251,9.969,0.2155,7.054,0.2099,9.794,0.5188,8.989,1.051,6.481,0.8778,8.485,2.407,7.331,4.199,357.1,590.8
61,1,4889,488.9,667.1,66.71,103.7,10.37,24.76,2.478,23.28,2.331,9.671,0.2201,6.899,0.2032,8.798,0.4329,8.829,0.7323,6.238,0.7982,8.462,2.401,7.311,4.175,248,377.1
62,1,4637,463.7,647.2,64.72,101.3,10.13,24.09,2.411,23.01,2.303,9.538,0.232,6.812,0.2113,8.154,0.3883,8.425,0.6433,6.351,0.7456,8.475,2.39,7.3,4.137,205.1,319.1
63,1,4656,465.6,648.6,64.86,101.4,10.14,24.14,2.416,23.03,2.305,9.568,0.2307,6.846,0.2119,8.241,0.3922,8.448,0.6441,6.378,0.7637,8.5,2.399,7.325,4.214,208.3,323.3
64,1,5735,573.5,740.9,74.09,100.7,10.07,23.51,2.355,19.6,1.964,9.92,0.2055,6.863,0.207,9.187,0.4677,7.389,1.314,6.78,0.9281,8.491,2.409,7.336,4.204,488.5,614.8
65,1,4788,478.8,658.9,65.9,102.9,10.29,24.44,2.446,23.2,2.322,9.609,0.2247,6.827,0.2093,8.519,0.4203,8.76,0.7008,6.36,0.7979,8.456,2.397,7.303,4.201,228.2,342.2
66,1,4510,451,634.6,63.46,98.98,9.899,23.59,2.361,22.64,2.266,9.494,0.2383,6.834,0.2163,7.757,0.3514,8.175,0.6447,6.666,0.7144,8.486,2.391,7.307,4.143,187.9,289.6
67,1,4626,462.6,646.4,64.64,101.1,10.11,24.05,2.407,23,2.302,9.546,0.2332,6.818,0.2112,8.196,0.3957,8.364,0.6446,6.343,0.7313,8.476,2.39,7.3,4.137,203,317.1
68,1,4800,480,660.1,66.02,103,10.31,24.5,2.452,23.2,2.322,9.605,0.2236,6.834,0.2085,8.528,0.4203,8.771,0.7041,6.312,0.7862,8.456,2.397,7.303,4.201,229.6,339.3
69,1,4538,453.8,637.6,63.76,99.49,9.95,23.73,2.375,22.75,2.277,9.51,0.2377,6.856,0.2159,7.8,0.3524,8.196,0.6374,6.683,0.7013,8.486,2.391,7.306,4.144,190.5,295
70,1,4827,482.7,662.4,66.24,103.3,10.33,24.56,2.458,23.25,2.327,9.649,0.2218,6.878,0.2053,8.674,0.4276,8.787,0.716,6.296,0.7745,8.457,2.397,7.303,4.201,236,362.3
71,1,5578,557.8,729.5,72.96,103.1,10.31,24.31,2.434,21.07,2.111,10.01,0.2109,7.015,0.2119,9.39,0.529,7.069,1.412,7.261,0.9916,8.491,2.409,7.336,4.204,435.3,615.7
72,1,5280,528,704.3,70.43,104.7,10.47,25,2.503,22.61,2.264,9.95,0.2146,7.044,0.211,9.745,0.5143,8.927,1.005,6.483,0.8999,8.485,2.407,7.331,4.199,348.9,582.8
73,1,4907,490.7,669.1,66.92,103.8,10.38,24.79,2.481,23.27,2.329,9.708,0.2188,6.937,0.2018,8.874,0.4377,8.823,0.7328,6.221,0.8141,8.457,2.397,7.303,4.201,254.2,411.2
74,2,0.6175,0.06454,nan,nan,nan,nan,nan,nan,nan,nan,1.902,0.07733,nan,nan,nan,nan,nan,nan,nan,nan,0.1711,0.3473,nan,0.04855,0.4178,3.2
75,1,5391,539.1,714.2,71.42,104.4,10.44,24.85,2.488,22.03,2.206,9.932,0.2173,7.016,0.2056,9.699,0.4951,8.816,0.9807,6.4,0.8101,8.492,2.41,7.338,4.221,381.7,607.1
76,1,5652,565.2,734.8,73.48,101.9,10.19,23.93,2.397,20.42,2.046,9.946,0.2052,6.968,0.2118,9.188,0.4607,7.311,1.241,7.144,0.8298,8.491,2.409,7.336,4.204,460.2,610
77,1,5450,545,719,71.9,103.9,10.39,24.73,2.476,21.73,2.177,9.952,0.2166,7.024,0.2067,9.838,0.5039,8.646,1.026,6.511,0.8253,8.492,2.409,7.336,4.204,402.5,623.5
78,1,5110,511,687.1,68.71,104.3,10.43,24.85,2.488,22.82,2.284,9.897,0.2159,7.003,0.2108,9.384,0.4799,8.906,0.8315,6.311,0.8847,8.501,2.407,7.338,4.234,305.3,482.7
79,1,5312,531.2,706.8,70.69,104.7,10.47,25.01,2.504,22.44,2.247,9.958,0.215,7.049,0.2103,9.8,0.5191,8.967,1.046,6.477,0.8673,8.485,2.407,7.331,4.199,359.5,593.6
80,1,4597,459.7,644.3,64.43,100.7,10.07,23.95,2.397,22.94,2.296,9.565,0.2347,6.844,0.2151,8.146,0.3895,8.268,0.6469,6.395,0.7468,8.477,2.39,7.301,4.137,199,313.4
81,1,4718,471.8,653.7,65.37,102.1,10.22,24.17,2.419,23.1,2.312,9.595,0.2286,6.824,0.2126,8.386,0.4172,8.625,0.7104,6.373,0.7992,8.467,2.397,7.308,4.202,217.2,346.2
82,1,2982,298.2,394.4,39.45,66.99,6.7,14.48,1.45,12.34,1.236,8.246,0.2895,5.325,0.254,6.601,0.345,5.928,0.4167,5.413,0.6467,8.331,2.438,7.31,4.243,106.9,165.1
83,1,4465,446.5,631.1,63.11,98.34,9.835,23.49,2.351,22.6,2.262,9.42,0.2372,6.837,0.2051,7.721,0.3435,8.301,0.6189,6.851,0.503,8.468,2.398,7.309,4.183,181.3,277.9
84,1,2997,299.7,395.6,39.56,67.26,6.727,14.55,1.457,12.37,1.24,8.236,0.2873,5.328,0.2541,6.598,0.3442,6.071,0.4072,5.131,0.5894,8.331,2.438,7.31,4.243,109.1,173.1
85,1,5294,529.4,705.3,70.54,104.6,10.46,25.03,2.506,22.56,2.259,9.941,0.216,7.021,0.2096,9.739,0.5159,8.971,1.033,6.429,0.8635,8.485,2.407,7.331,4.199,352.2,578.4
86,1,3570,357,489.7,48.97,84.86,8.487,19.86,1.987,18.18,1.82,9.255,0.2458,6.669,0.2646,7.289,0.3472,7.842,0.5037,5.996,0.5398,8.504,2.403,7.333,4.206,129.6,213.2
87,1,5076,507.6,684.2,68.43,104.3,10.43,24.86,2.488,22.93,2.296,9.872,0.2174,7.001,0.2124,9.258,0.4669,8.847,0.7986,6.281,0.8971,8.501,2.407,7.338,4.234,296.2,469.3
88,1,4912,491.2,669.5,66.95,103.8,10.38,24.82,2.484,23.27,2.329,9.702,0.2185,6.932,0.202,8.873,0.4384,8.782,0.7335,6.214,0.8054,8.491,2.402,7.325,4.222,255.1,408.4
89,1,5094,509.4,685.8,68.59,104.2,10.43,24.86,2.489,22.87,2.29,9.895,0.2185,7.011,0.2131,9.325,0.4747,8.831,0.7919,6.283,0.9166,8.501,2.407,7.338,4.234,301.6,480
90,2,0.4862,0.05191,nan,nan,nan,nan,nan,nan,0.007103,0.003044,2.95,0.1589,nan,nan,nan,nan,nan,nan,0.5991,0.1249,0.1899,0.307,nan,0.06203,0.4231,3.345
91,1,4891,489.1,667.4,66.74,103.7,10.37,24.76,2.478,23.31,2.333,9.682,0.2196,6.91,0.2029,8.825,0.4344,8.833,0.7339,6.235,0.804,8.462,2.401,7.311,4.175,249.2,383.4
92,1,844.8,84.48,137.7,13.78,12.78,1.279,3.429,0.3454,4.319,0.4341,5.667,0.3822,2.182,0.09966,7.441,0.684,3.734,0.8324,1.894,0.2308,1.077,3.961,3.324,0.9859,46.54,74.61
93,2,6.38,0.6387,0.3079,0.03849,0.1437,0.01655,nan,nan,nan,nan,2.884,0.1227,2.32,0.2339,2.112,0.09775,nan,nan,nan,nan,0.385,0.4481,0.4772,0.213,1.185,7.418
94,1,4673,467.3,649.9,64.99,101.6,10.16,24.17,2.419,23.08,2.311,9.599,0.2289,6.879,0.2125,8.329,0.3954,8.486,0.6585,6.425,0.7803,8.467,2.397,7.307,4.202,211.2,324.3
95,1,4816,481.6,661.3,66.14,103.1,10.31,24.53,2.456,23.21,2.323,9.638,0.223,6.867,0.2086,8.633,0.4265,8.801,0.7136,6.323,0.7948,8.457,2.397,7.303,4.201,233.8,354.7
96,1,4895,489.5,667.9,66.79,103.7,10.37,24.74,2.476,23.27,2.33,9.695,0.2196,6.919,0.2022,8.833,0.4359,8.831,0.7342,6.226,0.8061,8.462,2.401,7.311,4.175,251.8,400.7
97,1,4533,453.3,637.3,63.73,99.42,9.943,23.7,2.373,22.72,2.274,9.504,0.2376,6.849,0.2163,7.782,0.3514,8.185,0.64,6.688,0.7211,8.486,2.391,7.306,4.144,189.9,295.4
98,1,5406,540.6,715.3,71.53,104.4,10.44,24.83,2.486,21.97,2.2,9.919,0.2176,6.998,0.2049,9.723,0.4992,8.782,0.9795,6.41,0.8383,8.493,2.409,7.336,4.204,386.4,608.7
99,2,0.9012,0.0921,nan,nan,nan,nan,nan,nan,nan,nan,1.752,0.05045,nan,nan,nan,nan,nan,nan,nan,nan,0.1884,0.2003,nan,0.01112,0.3755,2.909
