ncl,cltype,LCO,LCOerr,L13CO,L13COerr,LHCO,LHCOerr,LHCN,LHCNerr,LCS,LCSerr,vel_dispCO,vel_dispCOerr,vel_disp13CO,vel_disp13COerr,vel_dispHCO,vel_dispHCOerr,vel_dispHCN,vel_dispHCNerr,vel_dispCS,vel_dispCSerr,maj,min,R,Rerr,area,perim
201,1,651.6,65.16,112.3,11.23,21.85,2.186,4.623,0.4635,3.493,0.3505,5.632,0.2496,4.741,0.1854,5.046,0.235,4.672,0.3417,2.67,0.1975,0.9132,2.899,2.601,1.628,15.04,42.32
202,1,31.45,3.145,4.001,0.4012,0.7769,0.07826,0.1066,0.01276,0.02872,0.00552,2.409,0.1373,2.281,0.1265,2.432,0.1649,2.369,0.2986,3.5,0.7735,0.3143,0.8837,0.7111,0.6331,1.645,10.76
203,2,8.98,0.8981,0.9413,0.09517,0.1862,0.01916,0.02352,0.004019,nan,nan,0.9876,0.04081,0.9624,0.03485,0.9314,0.03584,0.4574,0.05301,nan,nan,0.2257,0.4303,0.1686,0.329,0.4601,3.345
204,2,5.122,0.5124,0.9339,0.09439,0.1525,0.01587,0.03109,0.004539,0.02329,0.00406,1.287,0.04899,1.079,0.02335,1.082,0.0225,0.6866,0.03059,0.9367,0.01957,0.2521,0.2005,nan,0.04951,0.3279,2.618
205,2,10.35,1.035,1.337,0.1361,0.3367,0.03462,0.06952,0.008723,0.06934,0.009014,1.516,0.06101,1.206,0.05131,1.153,0.0441,0.5568,0.04628,1.046,0.05245,0.6623,0.2195,0.395,0.2587,1.19,6.254
206,2,25.7,2.57,4.286,0.4295,0.3348,0.03469,0.01186,0.003951,0.04451,0.006782,1.364,0.06892,1.439,0.09376,1.067,0.03208,0.3617,0.5151,0.4535,0.1411,0.9434,0.3403,0.7875,0.2181,1.65,7.418
207,2,7.75,0.7755,1.477,0.1499,nan,nan,nan,nan,nan,nan,1.289,0.02136,1.013,0.01376,nan,nan,nan,nan,nan,nan,0.2422,0.4463,0.2396,0.375,1.238,6.254
208,1,2.787,0.2808,0.4565,0.05257,nan,nan,nan,nan,nan,nan,3.062,0.2009,2.017,0.1764,nan,nan,nan,nan,nan,nan,0.2917,0.1842,nan,0.1386,2.152,12.94
209,2,1.022,0.1038,0.04959,0.01186,nan,nan,nan,nan,nan,nan,1.965,0.09561,0.673,0.0601,nan,nan,nan,nan,nan,nan,0.2355,0.1804,nan,0.02019,0.4813,3.491
210,2,13.22,1.323,1.736,0.1768,nan,nan,nan,nan,nan,nan,2.483,0.1126,2.137,0.1653,nan,nan,nan,nan,nan,nan,0.5296,0.2796,0.4039,0.3453,1.661,8.29
211,1,296.2,29.62,62.51,6.252,3.822,0.3835,1.56,0.158,1.668,0.1685,4.311,0.144,2.198,0.08952,2.194,0.1264,6.081,0.7521,1.702,0.2588,1.716,0.5333,1.48,1.169,10.55,26.62
212,2,7.397,0.7401,1.548,0.1563,0.09387,0.01114,0.01878,0.003992,0.02513,0.004818,1.942,0.1066,1.076,0.02538,1.844,0.1403,0.2448,8398,-0.9995,0.2615,0.2713,0.3106,nan,0.258,0.7192,4.218
213,2,0.9806,0.09993,0.03186,0.009791,nan,nan,0.003641,0.002433,nan,nan,2.393,0.1314,0.2544,3650,nan,nan,0.7079,0.07976,nan,nan,0.156,0.2978,nan,0.08903,0.6399,4.945
214,2,8.525,0.8528,2.174,0.2185,0.06189,0.008353,nan,nan,0.03465,0.005859,1.43,0.03428,1.071,0.008765,1.053,0.08462,nan,nan,0.8521,0.05365,0.3284,0.2575,nan,0.263,0.7298,3.927
215,2,0.9748,0.1004,nan,nan,nan,nan,nan,nan,nan,nan,1.918,0.0888,nan,nan,nan,nan,nan,nan,nan,nan,0.2166,0.2512,nan,0.01521,1.2,6.836
216,2,0.4437,0.04667,nan,nan,nan,nan,nan,nan,nan,nan,1.786,0.115,nan,nan,nan,nan,nan,nan,nan,nan,0.234,0.166,nan,0.07195,0.5394,4.945
217,2,3.176,0.3209,0.2775,0.03682,nan,nan,nan,nan,nan,nan,1.142,0.06716,0.8935,0.0911,nan,nan,nan,nan,nan,nan,0.273,0.2439,nan,0.03162,4.04,24.58
218,2,0.3217,0.03514,0.06588,0.01218,nan,nan,nan,nan,nan,nan,1.954,0.1048,0.7988,0.03976,nan,nan,nan,nan,nan,nan,0.129,0.1748,nan,0.01061,0.2591,2.327
219,2,12.05,1.205,1.841,0.185,0.3196,0.03244,0.04144,0.00607,nan,nan,1.686,0.08322,1.546,0.05626,1.503,0.04525,1.79,0.1304,nan,nan,0.6533,0.1606,0.2216,0.2655,0.6452,5.381
220,1,59.51,5.953,8.615,0.8664,0.5313,0.05811,0.3766,0.04352,0.1065,0.02203,5.196,0.4116,1.596,0.1855,1.502,0.2706,2.389,0.6593,0.3019,7.588,0.3782,0.2663,0.1947,0.2923,23.79,90.61
221,2,3.974,0.3997,0.3463,0.04402,nan,nan,nan,nan,nan,nan,6.086,0.327,2.566,0.223,nan,nan,nan,nan,nan,nan,0.2708,0.5164,0.3759,0.3307,2.38,17.31
222,1,568.9,56.89,93.89,9.39,17.53,1.754,5.296,0.5309,5.796,0.5807,6.612,0.2128,5.219,0.1625,5.221,0.1934,6.441,0.4969,4.69,0.225,0.5429,0.4214,0.6134,0.1485,20.23,42.91
223,1,541.6,54.16,91.45,9.146,16.95,1.695,5.109,0.5122,5.654,0.5664,6.196,0.1745,4.93,0.1194,5.04,0.1503,6.605,0.545,4.619,0.1981,0.5412,0.4199,0.6102,0.1348,17.02,38.4
224,2,0.6326,0.06539,nan,nan,nan,nan,nan,nan,nan,nan,1.575,0.06187,nan,nan,nan,nan,nan,nan,nan,nan,0.1977,0.2457,nan,0.05518,0.3913,3.491
225,2,1.527,0.155,0.1697,0.02473,0.0152,0.004227,nan,nan,nan,nan,3.366,0.1778,1.809,0.3892,0.7444,0.05163,nan,nan,nan,nan,0.4779,0.3169,0.4147,0.3464,1.068,6.981
226,1,5207,520.7,698.6,69.87,104.9,10.49,25,2.503,22.89,2.292,9.943,0.2168,7.074,0.2104,9.553,0.4857,8.776,0.8915,6.362,0.9103,8.493,2.41,7.339,4.221,327.4,557.6
227,2,20.83,2.083,1.73,0.1781,0.2849,0.03059,nan,nan,0.004366,0.00685,2.279,0.1049,2.542,0.1902,1.587,0.1025,nan,nan,-0.2405,4383,0.3312,0.7782,0.673,0.498,3.654,13.38
228,2,3.194,0.3199,0.2257,0.02797,0.04106,0.006294,nan,nan,nan,nan,1.294,0.0527,1.13,0.03279,1.213,0.04836,nan,nan,nan,nan,0.2219,0.4909,0.2442,0.4233,0.6769,4.363
229,1,2.139,0.2159,0.2602,0.03337,nan,nan,nan,nan,nan,nan,2.648,0.1572,1.677,0.1386,nan,nan,nan,nan,nan,nan,0.2355,0.1804,nan,0.02019,1.719,11.93
230,1,45.31,4.532,6.317,0.6351,nan,nan,nan,nan,nan,nan,3.009,0.1566,1.823,0.09395,nan,nan,nan,nan,nan,nan,1.638,1.266,2.292,0.3432,9.731,43.2
231,2,93.08,9.309,14.03,1.404,2.512,0.2516,0.4375,0.04509,0.197,0.02167,2.522,0.06702,2.131,0.06457,1.98,0.04443,1.668,0.1171,1.577,0.1493,0.3716,0.3206,0.2943,0.02021,2.1,9.745
232,1,589.8,58.98,105,10.5,20.17,2.018,4.301,0.4311,3.368,0.338,4.653,0.1845,4.135,0.1772,4.323,0.2169,3.742,0.2728,2.779,0.1876,0.9291,2.923,2.636,1.064,12.72,35.78
233,1,505.5,50.55,88.51,8.852,16.09,1.61,4.868,0.488,5.5,0.5509,5.983,0.1922,4.936,0.1223,4.946,0.125,5.972,0.3638,4.345,0.1797,0.5319,0.4213,0.6034,0.1443,13.63,32.29
234,2,5.583,0.5614,0.7725,0.08512,nan,nan,nan,nan,nan,nan,4.051,0.1773,3.852,0.3569,nan,nan,nan,nan,nan,nan,0.4329,1.334,1.139,0.8145,4.125,20.22
235,2,1.066,0.109,0.1257,0.01973,nan,nan,nan,nan,nan,nan,3.073,0.1713,1.322,0.065,nan,nan,nan,nan,nan,nan,0.5356,0.2124,0.2691,0.2949,0.9043,8.581
236,2,10.48,1.05,1.645,0.1698,nan,nan,nan,nan,nan,nan,2.407,0.06703,1.355,0.1043,nan,nan,nan,nan,nan,nan,0.2376,0.3287,nan,0.2623,5.288,25.45
237,1,291.1,29.11,61.95,6.196,3.786,0.3798,1.534,0.1554,1.653,0.1669,4.104,0.1403,2.249,0.09227,2.261,0.1119,4.95,0.4944,1.722,0.1785,1.716,0.5325,1.479,1.168,9.662,24.43
238,1,244.7,24.47,53.04,5.305,3.461,0.3472,1.315,0.1333,1.478,0.1492,4.04,0.1598,1.968,0.08087,2.071,0.1058,4.779,0.4855,1.589,0.1429,0.5954,0.5124,0.7602,0.1137,7.409,16.14
239,2,0.9711,0.09839,0.07709,0.01325,nan,nan,nan,nan,nan,nan,1.346,0.06441,0.8842,0.02214,nan,nan,nan,nan,nan,nan,0.2268,0.293,nan,0.1215,0.5606,4.363
240,1,291.6,29.16,70.28,7.029,5.644,0.5651,1.443,0.1458,2.144,0.2156,3.205,0.1527,2.364,0.07351,2.952,0.1634,1.654,0.1071,1.674,0.06396,0.8642,1.698,1.91,0.8082,10.76,33.31
241,2,14.02,1.402,2.301,0.2308,0.2096,0.02175,0.03545,0.005373,0.04587,0.006489,1.692,0.08615,1.428,0.0891,1.472,0.06947,0.7773,0.05163,1.475,0.1507,0.2628,0.6129,0.4443,0.1311,0.8197,4.509
242,1,24.35,2.435,3.13,0.3168,0.01521,0.008579,nan,nan,0.01531,0.007781,2.47,0.1606,1.089,0.08278,0.2592,3548,nan,nan,0.1688,2.365e+04,0.4394,1.615,1.284,0.8917,6.41,24.73
243,1,153.8,15.38,26.9,2.691,1.279,0.1293,0.2584,0.0286,0.5204,0.05433,2.274,0.1023,2.026,0.06582,1.712,0.05879,2.863,0.3555,2.113,0.1792,0.9178,1.165,1.612,0.537,7.203,26.18
244,1,122,12.2,22.27,2.227,1.025,0.1039,0.1991,0.02256,0.4444,0.04663,2.001,0.09647,1.705,0.06752,1.588,0.04584,1.514,0.1107,2.134,0.1623,0.7927,1.052,1.406,0.425,4.823,14.98
245,2,5.685,0.569,0.6129,0.06482,nan,nan,nan,nan,nan,nan,1.113,0.02064,1.075,0.02304,nan,nan,nan,nan,nan,nan,0.4505,0.3136,0.381,0.2307,1.185,5.381
246,1,127,12.7,21.19,2.12,4.095,0.4098,0.7042,0.07156,0.5636,0.05766,2.62,0.1249,2.403,0.09332,2.369,0.08881,1.934,0.092,1.608,0.06833,0.3513,1.409,1.039,0.9324,3.908,16
247,2,3.802,0.3817,0.5718,0.06192,0.04297,0.007156,nan,nan,nan,nan,1.5,0.06436,0.9885,0.08458,0.0509,inf,nan,nan,nan,nan,0.2563,0.2236,nan,0.01895,1.37,7.709
248,2,360.5,36.05,71.49,7.149,12.95,1.295,2.86,0.2869,2.42,0.243,4.193,0.194,3.471,0.1663,3.723,0.212,3.162,0.251,2.619,0.167,0.5618,0.9213,1.067,0.4361,6.283,18.18
249,1,262.3,26.23,40.93,4.094,7.976,0.7979,1.638,0.165,1.761,0.1772,4.007,0.2173,3.444,0.2362,3.541,0.1751,3.734,0.219,2.448,0.1407,1.43,1.009,1.893,0.5009,6.045,22.4
250,1,123.9,12.39,19.16,1.917,3.748,0.3752,0.8919,0.09024,0.9213,0.09314,4.171,0.2676,1.914,0.1621,3.123,0.2226,2.206,0.1523,1.569,0.05718,0.3627,0.8965,0.7943,0.5313,2.803,13.09
251,2,108.6,10.86,17.32,1.733,3.407,0.341,0.808,0.08178,0.8309,0.08402,4.14,0.2642,1.843,0.1477,2.635,0.187,1.974,0.1337,1.482,0.05468,0.3438,0.8851,0.7589,0.4149,2.306,10.33
252,2,364.9,36.49,71.4,7.14,12.17,1.217,4.002,0.4011,4.82,0.4827,5.605,0.2245,4.835,0.1531,4.47,0.1304,4.23,0.1589,3.595,0.1677,0.5127,0.4096,0.5715,0.06687,7.473,19.34
253,1,3.415,0.3433,0.4193,0.04936,nan,nan,nan,nan,nan,nan,1.627,0.07115,1.344,0.05187,nan,nan,nan,nan,nan,nan,0.2206,0.3072,nan,0.04468,2.507,18.33
254,2,189.1,18.91,52.55,5.256,3.745,0.375,1.004,0.1016,1.646,0.1656,1.996,0.09517,1.827,0.06065,1.784,0.05826,1.174,0.103,1.46,0.06285,0.7821,1.203,1.503,0.5598,6.373,22.69
255,2,1.312,0.1325,0.1059,0.01657,nan,nan,nan,nan,nan,nan,1.516,0.05113,1.124,0.03228,nan,nan,nan,nan,nan,nan,0.2161,0.2801,nan,0.0266,0.6663,4.945
256,2,1.105,0.1127,0.209,0.02745,nan,nan,nan,nan,nan,nan,1.37,0.0709,0.9564,0.0289,nan,nan,nan,nan,nan,nan,0.2597,0.6359,0.4562,0.4543,1.238,8.872
257,2,40.44,4.044,9.038,0.9042,0.3443,0.03554,0.07978,0.01025,0.1487,0.01674,1.408,0.08073,1.156,0.06058,1.25,0.05292,1.027,0.05407,1.281,0.07896,0.4977,0.9495,1.01,0.451,1.835,8.29
258,2,9.933,0.9934,1.877,0.1882,0.3088,0.03118,0.06473,0.007581,0.02656,0.004244,1.347,0.06497,1.253,0.04351,1.227,0.05465,0.8375,0.04289,0.7717,0.03156,0.2243,0.2597,nan,0.02206,0.2962,2.473
259,2,1.783,0.1803,0.2477,0.03144,nan,nan,nan,nan,nan,nan,2.462,0.1521,2.07,0.08923,nan,nan,nan,nan,nan,nan,0.243,0.415,0.1955,0.3553,1.063,6.545
260,1,28.63,2.864,3.422,0.3471,0.5058,0.05324,0.1367,0.01764,nan,nan,5.564,0.5139,1.928,0.1714,2.289,0.251,0.7863,0.1327,nan,nan,0.4556,1.2,1.103,0.6013,6.595,23.71
261,1,26.62,2.663,3.282,0.3328,0.5386,0.05624,0.1519,0.01855,nan,nan,5.757,0.521,1.951,0.1799,2.422,0.2352,5.153,0.9236,nan,nan,0.431,1.2,1.067,0.8643,5.595,20.07
262,1,13.42,1.343,1.761,0.1801,0.296,0.03167,0.1119,0.0139,nan,nan,4.769,0.503,0.9978,0.07531,1.046,0.09698,5.816,0.9607,nan,nan,0.3894,0.2525,0.1779,0.337,2.581,9.89
263,2,2.014,0.2027,0.1563,0.02259,nan,nan,0.03488,0.005453,nan,nan,4.171,0.2873,4.814,0.6752,nan,nan,1.174,0.1161,nan,nan,0.206,0.2283,nan,0.01753,0.6822,4.218
264,2,20.74,2.074,3.335,0.3344,0.5114,0.05177,0.08212,0.01008,0.09002,0.01089,2.189,0.09192,1.529,0.07887,2.034,0.0951,1.964,0.159,1.396,0.09882,0.3602,0.2874,0.213,0.1004,0.8726,4.654
265,1,5.035,0.5059,0.504,0.05915,0.1124,0.01442,0.0001619,0.00612,nan,nan,2.48,0.1046,2.637,0.1964,1.075,0.1465,-0.2789,383.6,nan,nan,0.6537,0.2483,0.448,0.5542,3.496,17.31
266,2,1.047,0.1069,0.1153,0.019,nan,nan,nan,nan,nan,nan,2.145,0.09578,1.314,0.1503,nan,nan,nan,nan,nan,nan,0.228,0.4462,0.2015,0.4308,0.6716,4.218
267,2,2.883,0.2903,0.259,0.03367,0.113,0.01361,0.02171,0.005444,nan,nan,2.476,0.1084,1.842,0.1594,1.672,0.1238,1.288,0.1711,nan,nan,0.2178,0.2349,nan,0.02344,1.994,11.34
268,2,111.1,11.11,30.2,3.02,2.142,0.2147,0.8075,0.08186,1.009,0.1018,3.498,0.1517,2.528,0.1025,2.323,0.09527,3.51,0.3109,2.043,0.07844,0.5394,0.4632,0.6573,0.1121,2.211,7.854
269,2,6.315,0.6318,0.7546,0.07743,0.09909,0.01132,0.04802,0.006529,nan,nan,1.762,0.1048,1.705,0.1023,1.701,0.1005,1.611,0.1434,nan,nan,0.1815,0.38,nan,0.3571,0.5447,4.072
270,2,0.7469,0.07657,0.1287,0.01935,nan,nan,nan,nan,nan,nan,1.048,0.05298,1.042,0.0569,nan,nan,nan,nan,nan,nan,0.2514,0.544,0.3649,0.4188,0.587,4.509
271,2,0.6424,0.06623,0.07649,0.01444,nan,nan,nan,nan,nan,nan,1.707,0.09246,1.938,0.1871,nan,nan,nan,nan,nan,nan,0.1616,0.4675,nan,0.6418,0.5659,5.091
272,2,9.941,0.9942,1.63,0.1639,0.08269,0.00991,nan,nan,0.009061,0.002922,nan,nan,nan,nan,nan,nan,nan,nan,-0.09907,inf,0.3019,0.699,0.5739,0.3422,1.084,7.418
273,2,0.4615,0.04834,0.1502,0.02007,nan,nan,0.00956,0.002629,nan,nan,1.347,0.0635,1.321,0.06099,nan,nan,1.513,0.1884,nan,nan,0.2353,0.4335,0.2034,0.3091,0.4707,3.927
274,2,9.489,0.949,1.748,0.1754,0.07121,0.008352,nan,nan,0.01944,0.003714,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6082,0.2215,0.3576,0.5468,0.5288,4.8
275,2,4.845,0.4848,0.7026,0.07212,0.02284,0.003972,nan,nan,0.01788,0.00372,1.333,0.06873,1.441,0.09495,1.611,0.1915,nan,nan,0.5607,0.04612,0.4262,0.189,nan,0.7824,0.6082,4.654
276,2,5.495,0.5502,0.795,0.08329,0.05973,0.008257,nan,nan,nan,nan,2.016,0.05318,1.644,0.01926,1.109,0.03974,nan,nan,nan,nan,0.2287,0.2565,nan,0.041,0.7457,4.072
277,2,3.932,0.394,0.4505,0.04979,0.03277,0.005867,nan,nan,nan,nan,1.738,0.04574,1.52,0.04132,1.09,0.09248,nan,nan,nan,nan,0.2313,0.2483,nan,0.008393,0.6452,3.782
278,2,18.4,1.841,2.442,0.2465,0.3844,0.03961,0.09857,0.01178,0.06791,0.009055,1.702,0.02028,1.385,0.01171,1.139,0.02155,0.8155,0.07378,1.403,0.1129,0.3406,0.242,nan,0.4187,1.423,5.672
279,2,97,9.7,16.69,1.67,3.19,0.3193,0.544,0.05543,0.4724,0.04839,1.955,0.08612,1.732,0.0524,1.67,0.04793,0.9905,0.03031,1.076,0.03419,0.304,1.152,0.835,0.8586,2.962,13.53
280,2,4.165,0.4179,0.3086,0.03897,0.06363,0.008699,nan,nan,nan,nan,3.441,0.218,2.985,0.243,0.8825,0.1108,nan,nan,nan,nan,0.311,0.2448,nan,0.1794,1.56,9.454
281,2,3.523,0.3537,0.3954,0.04664,nan,nan,nan,nan,nan,nan,2.031,0.1047,1.466,0.09716,nan,nan,nan,nan,nan,nan,0.724,0.4043,0.7384,0.2602,1.682,9.163
282,2,1.399,0.141,0.1356,0.01935,0.06129,0.0079,nan,nan,nan,nan,2.083,0.1197,1.516,0.08025,1.136,0.06907,nan,nan,nan,nan,0.5733,0.1909,0.247,0.6595,0.6029,5.236
283,2,2.514,0.2533,0.2599,0.03343,nan,nan,nan,nan,nan,nan,2.771,0.1597,2.008,0.1958,nan,nan,nan,nan,nan,nan,0.5557,0.9534,1.083,0.2556,1.703,14.54
284,2,35.08,3.508,6.778,0.6787,1.08,0.1086,0.1583,0.01752,0.183,0.02009,3.333,0.1475,2.544,0.1107,2.586,0.1354,3.537,0.5356,2.98,0.2694,0.3043,0.7055,0.5823,0.1007,1.491,6.69
285,1,55.91,5.591,9.033,0.9045,1.669,0.1676,0.2761,0.02953,0.3148,0.03343,5.6,0.4047,3.514,0.2803,4.961,0.4183,5.184,0.6147,4.648,0.3993,1.282,0.4444,1.13,0.8677,2.581,11.93
286,2,42.84,4.284,8.522,0.8533,0.2971,0.03162,0.2015,0.02278,0.1615,0.01873,3.257,0.07645,2.149,0.09479,2.626,0.1351,3.105,0.3518,2.027,0.3215,0.1597,0.7806,0.3181,0.7747,1.708,7.854
287,2,2.176,0.2223,0.1624,0.02703,0.02929,0.007032,0.04712,0.00847,0.09522,0.01259,2.286,0.1528,0.9126,0.2035,1.749,0.4357,1.144,0.1814,0.9839,0.1864,0.164,0.2792,nan,0.04923,3.004,21.82
288,2,35.63,3.564,9.171,0.9176,0.2636,0.02803,0.07285,0.00952,0.1135,0.01303,1.992,0.09678,1.738,0.08632,1.788,0.06434,1.371,0.104,1.459,0.08297,0.4323,0.6091,0.6838,0.1733,1.438,5.963
289,2,0.871,0.08829,nan,nan,nan,nan,nan,nan,nan,nan,1.597,0.1022,nan,nan,nan,nan,nan,nan,nan,nan,0.2181,0.2488,nan,0.04815,0.3702,2.618
290,2,11.94,1.194,1.837,0.186,0.06956,0.009255,nan,nan,0.03674,0.006847,1.17,0.02953,0.9197,0.02049,0.6355,0.04919,nan,nan,0.2427,8426,0.5759,0.2751,0.4364,0.03779,1.93,9.018
291,2,8.436,0.8439,0.7266,0.07628,0.06575,0.008868,nan,nan,nan,nan,1.522,0.04873,1.608,0.07819,0.8074,0.0465,nan,nan,nan,nan,0.3019,0.5097,0.4223,0.3337,1.052,6.109
292,2,0.4426,0.04805,nan,nan,nan,nan,nan,nan,nan,nan,1.478,0.04838,nan,nan,nan,nan,nan,nan,nan,nan,0.3322,0.2207,nan,0.2681,0.6769,4.8
293,2,0.3936,0.04194,0.04812,0.01043,nan,nan,nan,nan,nan,nan,1.353,0.06576,0.6642,0.08351,nan,nan,nan,nan,nan,nan,0.1538,0.3853,nan,0.1954,0.3702,3.782
294,2,1.12,0.1143,0.1056,0.01796,nan,nan,nan,nan,nan,nan,3.187,0.2102,2.729,0.2301,nan,nan,nan,nan,nan,nan,0.2282,0.5723,0.342,0.3141,0.8091,6.836
295,2,0.5198,0.05382,0.06422,0.01147,nan,nan,0.004234,0.001883,0.0003523,0.001165,1.375,0.07214,1.325,0.09071,nan,nan,0.5235,0.2585,0.2503,2434,0.2308,0.1651,nan,0.06144,0.4548,4.8
296,2,0.7505,0.07705,0.1251,0.01896,nan,nan,nan,nan,nan,nan,2.071,0.1157,2.105,0.134,nan,nan,nan,nan,nan,nan,0.217,0.2865,nan,0.1201,0.4284,3.2
297,2,98.63,9.864,16.95,1.695,3.222,0.3224,0.5364,0.05473,0.6559,0.06664,1.933,0.08301,1.828,0.06294,1.7,0.05904,1.365,0.0796,1.793,0.0796,0.642,0.504,0.7917,0.1931,2.29,7.563
298,2,12.99,1.299,1.266,0.1294,0.2954,0.03078,0.02661,0.005193,0.03065,0.005248,1.722,0.04406,1.176,0.03266,1.356,0.04716,1.791,0.595,0.68,0.1312,0.2586,0.3909,0.1972,0.2794,1.116,5.527
299,2,5.777,0.5787,1.25,0.128,0.01152,0.003816,nan,nan,nan,nan,2.245,0.0399,1.714,0.0349,0.9133,0.35,nan,nan,nan,nan,0.2472,0.2388,nan,0.009272,1.1,6.69
