ncl,cltype,LCO,LCOerr,L13CO,L13COerr,LHCO,LHCOerr,LHCN,LHCNerr,LCS,LCSerr,vel_dispCO,vel_dispCOerr,vel_disp13CO,vel_disp13COerr,vel_dispHCO,vel_dispHCOerr,vel_dispHCN,vel_dispHCNerr,vel_dispCS,vel_dispCSerr,maj,min,R,Rerr,area,perim
300,2,0.6886,0.07199,0.1147,0.01767,nan,nan,nan,nan,nan,nan,3.096,0.1967,2.869,0.3304,nan,nan,nan,nan,nan,nan,0.1707,0.1886,nan,0.01021,0.6082,5.236
301,1,28.07,2.808,2.154,0.2216,nan,nan,nan,nan,nan,nan,3.393,0.1266,3.408,0.3903,nan,nan,nan,nan,nan,nan,0.3298,0.8063,0.6888,0.4829,4.236,13.24
302,1,179.1,17.91,25.03,2.506,1.589,0.1612,0.6554,0.06887,0.276,0.03146,3.454,0.08636,2.517,0.07756,2.733,0.3099,2.65,0.6166,5.184,1.18,0.3717,0.9443,0.8363,0.4507,25.16,69.09
303,2,1.595,0.1606,0.21,0.02599,nan,nan,nan,nan,nan,nan,1.496,0.02042,1.148,0.01221,nan,nan,nan,nan,nan,nan,0.2037,0.2346,nan,0.03465,0.513,3.345
304,2,1.227,0.1248,0.09953,0.01699,nan,nan,nan,nan,nan,nan,2.044,0.1266,1.594,0.08675,nan,nan,nan,nan,nan,nan,0.2516,0.184,nan,0.04186,0.6928,4.509
305,2,0.5248,0.05455,nan,nan,nan,nan,nan,nan,nan,nan,1.947,0.09278,nan,nan,nan,nan,nan,nan,nan,nan,0.1788,0.2247,nan,0.04968,0.4072,3.345
306,2,1.384,0.1393,0.2173,0.02607,nan,nan,nan,nan,nan,nan,1.952,0.08478,1.52,0.05561,nan,nan,nan,nan,nan,nan,0.2133,0.1895,nan,0.007331,0.312,2.763
307,2,9.467,0.947,0.6938,0.0735,nan,nan,nan,nan,nan,nan,2.352,0.1201,1.974,0.06173,nan,nan,nan,nan,nan,nan,0.4031,0.2948,0.2929,0.07073,0.9678,5.236
308,2,0.3635,0.0393,nan,nan,nan,nan,nan,nan,nan,nan,1.333,0.02243,nan,nan,nan,nan,nan,nan,nan,nan,0.193,0.1668,nan,0.006261,0.3332,2.909
309,2,0.5452,0.0586,0.0684,0.01337,nan,nan,nan,nan,nan,nan,1.3,0.03384,1.869,0.2166,nan,nan,nan,nan,nan,nan,0.1908,0.2134,nan,0.0167,0.751,4.509
310,1,178.3,17.83,24.95,2.498,1.614,0.1637,0.662,0.06945,0.26,0.02988,3.368,0.0638,2.484,0.06996,2.833,0.2445,2.486,0.7838,4.706,1.107,0.3716,0.9444,0.8362,0.4519,24.6,67.92
311,2,7.893,0.7894,0.9881,0.09973,0.1664,0.0172,0.04261,0.005725,0.05662,0.006997,1.407,0.08064,1.417,0.09072,1.428,0.08994,1.409,0.09269,1.242,0.03981,0.1751,0.3657,nan,0.2707,0.3385,2.909
312,1,5.995,0.6025,0.5395,0.06293,0.1771,0.02072,nan,nan,nan,nan,1.76,0.1119,4.265,1.329,1.418,0.5369,nan,nan,nan,nan,0.8098,0.3481,0.7189,0.3234,4.939,31.85
313,1,89.01,8.903,7.811,0.7886,0.819,0.08636,0.0374,0.02133,0.309,0.03754,5.331,0.1628,3.256,0.419,1.7,0.6525,1.691,0.2876,3.051,1.108,3.184,0.5606,2.119,0.4303,39.58,122.6
314,1,176.9,17.69,24.87,2.49,1.604,0.1626,0.6605,0.06923,0.2425,0.0281,3.304,0.06739,2.649,0.1155,3.216,0.1771,2.636,0.5606,1.463,0.3087,0.3715,0.9442,0.8359,0.4645,23.37,65.74
315,2,0.9611,0.09726,0.04728,0.0105,0.02728,0.004661,nan,nan,0.02403,0.004228,1.325,0.05936,1.461,0.108,1.161,0.1035,nan,nan,1.019,0.05402,0.2771,0.2035,nan,0.02491,0.349,2.909
316,1,3.913,0.3938,0.333,0.0425,nan,nan,0.01301,0.005505,nan,nan,3.391,0.1522,3.143,0.6066,nan,nan,0.5111,0.2589,nan,nan,0.2462,0.5766,0.3833,0.419,2.618,12.8
317,1,171.1,17.11,24.49,2.452,1.538,0.1559,0.6086,0.06386,0.2064,0.0243,3.168,0.07155,2.357,0.05672,2.978,0.122,3.128,0.3826,1.415,0.2526,0.3707,0.9443,0.8347,0.4762,18.48,45.23
318,1,163.4,16.34,23.9,2.392,1.49,0.151,0.5817,0.06106,0.197,0.02318,3.137,0.07138,2.332,0.05026,2.978,0.1178,3.161,0.3813,1.446,0.2426,0.3703,0.9441,0.834,0.4667,15.41,32.14
319,1,38.29,3.83,3.308,0.3355,0.454,0.048,nan,nan,nan,nan,2.869,0.06277,2.518,0.08471,3.701,0.3339,nan,nan,nan,nan,1.425,0.5197,1.315,0.877,4.834,20.22
320,2,1.895,0.1906,0.05646,0.01221,0.1044,0.01218,0.01892,0.004364,0.01936,0.003681,1.867,0.07315,1.151,0.08855,1.868,0.1037,0.3477,1.492,0.406,0.2952,0.2069,0.6157,0.3293,0.1933,0.7351,5.963
321,2,3.351,0.3355,0.162,0.02224,0.1044,0.01179,nan,nan,nan,nan,2.122,0.07812,1.706,0.06702,1.814,0.05829,nan,nan,nan,nan,0.2606,0.2248,nan,0.02299,0.4548,3.491
322,2,1.526,0.1538,0.1271,0.01933,0.04786,0.006731,nan,nan,nan,nan,3.094,0.202,0.8681,0.1395,1.403,0.05441,nan,nan,nan,nan,0.2988,0.1755,nan,0.0602,0.3966,3.2
323,2,4.524,0.4528,0.3629,0.04007,nan,nan,nan,nan,nan,nan,1.953,0.08771,1.985,0.1053,nan,nan,nan,nan,nan,nan,0.2002,0.2908,nan,0.1142,0.4601,3.054
324,1,62.52,6.254,5.501,0.5577,0.4821,0.05279,0.1425,0.02299,0.2318,0.02918,4.577,0.2203,2.382,0.1395,1.74,0.6169,0.8859,0.1475,1.352,0.4788,0.8124,0.391,0.7817,0.2346,27.53,84.94
325,1,60.81,6.083,5.423,0.5495,0.4403,0.04861,0.1234,0.02114,0.2758,0.03253,4.463,0.21,2.34,0.1063,1.71,0.5925,0.8456,0.1278,-2.876,1682,0.8175,0.3932,0.7881,0.222,25.94,82.47
326,1,132.9,13.29,20.92,2.094,1.092,0.1109,0.3947,0.04196,0.132,0.01587,3.202,0.1009,2.379,0.05528,2.955,0.1497,2.864,0.2913,1.613,0.2242,0.3627,0.9437,0.8223,0.4617,7.642,15.71
327,1,35.57,3.558,3.215,0.326,0.3274,0.03554,nan,nan,nan,nan,2.688,0.07076,2.452,0.09003,2.953,0.303,nan,nan,nan,nan,1.426,0.52,1.316,0.7929,3.913,14.54
328,2,1.456,0.1478,0.02483,0.01048,nan,nan,nan,nan,nan,nan,2.965,0.1417,0.2927,4.206,nan,nan,nan,nan,nan,nan,0.5064,0.2939,0.4063,0.3236,0.788,6.4
329,1,52.9,5.292,5.137,0.52,0.4067,0.04425,nan,nan,0.2525,0.02885,4.1,0.1793,2.4,0.1187,1.824,0.5673,nan,nan,4.367,0.9348,0.3961,0.8186,0.7928,0.218,16.37,42.32
330,2,71.91,7.191,13.27,1.328,0.6288,0.0641,0.1742,0.01972,0.07376,0.009873,2.53,0.1073,2.212,0.08074,2.272,0.1409,1.787,0.1973,1.644,0.2176,0.3339,0.9184,0.7629,0.7017,3.321,13.67
331,1,9.229,0.9235,1.421,0.1448,0.2571,0.02731,0.05921,0.008303,nan,nan,2.722,0.1779,1.019,0.06252,1.04,0.07547,0.8474,0.0726,nan,nan,0.3043,0.2578,nan,0.1368,1.539,7.709
332,2,19.44,1.945,2.106,0.2138,0.1206,0.01467,nan,nan,nan,nan,2.5,0.1076,2.236,0.08573,2.644,0.2573,nan,nan,nan,nan,1.116,0.2094,0.6238,0.9434,1.793,9.308
333,2,0.6857,0.07095,nan,nan,nan,nan,nan,nan,nan,nan,2.173,0.0835,nan,nan,nan,nan,nan,nan,nan,nan,0.4322,0.1901,nan,1.067,0.5553,4.072
334,2,18.14,1.814,1.955,0.1975,0.5132,0.05207,0.1013,0.01218,0.1171,0.01366,2.521,0.1012,2.655,0.1356,2.283,0.08585,2.834,0.3159,1.899,0.1096,0.3473,0.2255,nan,0.3811,1.116,6.836
335,2,0.6183,0.06628,nan,nan,nan,nan,nan,nan,nan,nan,3.744,0.2232,nan,nan,nan,nan,nan,nan,nan,nan,0.2815,0.1956,nan,0.06832,0.8514,6.981
336,2,2.74,0.2759,0.2493,0.03303,nan,nan,0.02232,0.004869,nan,nan,2.548,0.1354,2.439,0.2493,nan,nan,1.573,0.3131,nan,nan,0.2504,0.5684,0.3847,0.3581,1.497,6.981
337,1,42.5,4.251,4.492,0.4542,0.3127,0.0345,nan,nan,0.2062,0.02372,3.185,0.1039,2.098,0.07671,2.2,0.2916,nan,nan,3.612,0.8542,0.3984,0.8001,0.7836,0.2789,9.477,24.58
338,2,4.532,0.4539,0.3704,0.04162,nan,nan,nan,nan,nan,nan,1.453,0.03739,1.316,0.05656,nan,nan,nan,nan,nan,nan,0.3461,0.1368,nan,0.1019,0.7774,5.963
339,1,46.32,4.634,6.945,0.698,0.6517,0.06771,0.2922,0.03308,0.2484,0.02879,4.302,0.3267,1.601,0.1231,1.695,0.154,2.1,0.4967,4.934,1.453,0.3774,0.2663,0.1933,0.2958,10.31,38.11
340,2,4.457,0.4461,0.3236,0.03742,0.07522,0.009567,nan,nan,nan,nan,1.664,0.07888,1.571,0.09401,2.011,0.2023,nan,nan,nan,nan,0.4377,0.194,nan,0.9248,0.5236,4.072
341,2,1.997,0.2006,0.185,0.02492,0.05726,0.007683,nan,nan,nan,nan,1.879,0.0783,1.955,0.1029,1.494,0.08471,nan,nan,nan,nan,0.3332,0.1839,nan,0.1982,0.5077,3.636
342,2,0.9295,0.09619,0.06836,0.01358,nan,nan,nan,nan,nan,nan,4.406,0.3493,2.326,0.3172,nan,nan,nan,nan,nan,nan,0.1743,0.4482,nan,0.1311,0.7404,5.672
343,1,24.74,2.476,2.235,0.2298,0.3213,0.03572,nan,nan,0.1052,0.01494,2.877,0.1009,2.038,0.2364,1.376,0.2973,nan,nan,1.564,0.3007,1.97,1.018,2.251,0.8971,9.911,37.52
344,2,25.19,2.52,3.326,0.3361,0.1537,0.01812,nan,nan,0.09755,0.01205,2.511,0.09871,1.911,0.05873,2.107,0.2029,nan,nan,1.782,0.1666,0.8004,0.3785,0.7565,0.2755,3.882,13.96
345,2,3.979,0.3991,0.3264,0.03908,0.1234,0.01463,nan,nan,nan,nan,1.687,0.02846,1.311,0.04783,1.878,0.08526,nan,nan,nan,nan,0.2175,0.3339,nan,0.08361,1.01,5.236
346,2,11.8,1.181,1.407,0.1455,0.2418,0.02657,0.03772,0.00692,nan,nan,2.047,0.07539,2.037,0.09089,2.088,0.1178,0.6799,0.02782,nan,nan,0.296,0.9876,0.7377,0.2741,2.523,9.018
347,2,7.98,0.7985,1.318,0.1343,0.2333,0.02481,0.05191,0.007447,nan,nan,1.414,0.01973,1.016,0.03029,1.016,0.03546,0.7914,0.03183,nan,nan,0.3056,0.2585,nan,0.1353,1.095,5.091
348,2,5.522,0.5528,0.4028,0.04569,0.2222,0.02348,0.04583,0.006699,nan,nan,2.495,0.153,2.412,0.1588,2.055,0.127,1.172,0.09689,nan,nan,0.3506,0.2103,nan,0.324,0.7986,4.654
349,2,1.025,0.1045,0.1059,0.01785,nan,nan,nan,nan,nan,nan,2.523,0.08152,1.125,0.07978,nan,nan,nan,nan,nan,nan,0.1771,0.2505,nan,0.08081,0.5659,4.072
350,2,2.477,0.2509,0.1101,0.02162,nan,nan,0.03425,0.007292,nan,nan,2.848,0.1158,2.79,0.3983,nan,nan,1.826,0.5833,nan,nan,0.2102,0.6412,0.3578,0.5112,2.105,10.62
351,2,0.4792,0.05088,0.004055,0.007214,nan,nan,nan,nan,nan,nan,1.644,0.07567,0.2671,168.8,nan,nan,nan,nan,nan,nan,0.184,0.08961,nan,0.03634,0.5341,3.782
352,1,37.83,3.784,5.969,0.5993,0.5228,0.05407,0.1647,0.01959,0.1519,0.01801,3.029,0.2208,1.559,0.08846,1.435,0.07548,1.115,0.07969,1.264,0.2736,0.3775,0.267,0.1953,0.2907,3.961,13.96
353,2,33.73,3.374,5.606,0.5625,0.4492,0.04644,0.1156,0.01439,0.1015,0.01273,2.426,0.174,1.418,0.06714,1.377,0.075,1.054,0.07742,1.202,0.2203,0.3736,0.2656,0.1845,0.2893,2.475,8.436
354,1,6.146,0.6163,0.8378,0.08889,0.1005,0.01297,0.06364,0.009372,nan,nan,1.968,0.04935,1.371,0.05007,0.8573,0.08515,3.157,0.7313,nan,nan,0.2139,0.3267,nan,0.1539,2.359,13.67
355,2,5.372,0.5384,0.7638,0.08058,0.1015,0.01243,0.0397,0.006848,nan,nan,1.841,0.03335,1.283,0.04481,0.9393,0.06551,2.8,0.7227,nan,nan,0.2144,0.3233,nan,0.1259,1.19,5.527
356,2,0.3925,0.04188,nan,nan,nan,nan,nan,nan,nan,nan,2.562,0.1208,nan,nan,nan,nan,nan,nan,nan,nan,0.1483,0.2668,nan,0.07037,0.3014,2.763
357,2,1.849,0.1921,0.1502,0.02691,nan,nan,0.02473,0.007107,nan,nan,4.15,0.1958,-0.4992,0.2557,nan,nan,0.5024,0.3304,nan,nan,0.1714,0.2737,nan,0.0101,4.633,30.54
358,2,5.285,0.529,0.5827,0.06221,0.07693,0.009726,nan,nan,nan,nan,1.492,0.06326,1.298,0.05618,1.523,0.0806,nan,nan,nan,nan,0.2289,0.2675,nan,0.05093,0.9519,5.527
359,2,1.611,0.162,0.1062,0.01722,0.03855,0.005941,nan,nan,nan,nan,1.43,0.03427,1.775,0.1175,1.322,0.03834,nan,nan,nan,nan,0.2241,0.2077,nan,0.007971,0.5024,3.2
360,2,2.364,0.2385,0.2012,0.0272,0.06422,0.009068,nan,nan,nan,nan,1.134,0.02051,0.707,0.05916,1.105,0.2142,nan,nan,nan,nan,0.2558,0.2365,nan,0.0176,1.423,8.29
361,2,1.244,0.1305,0.02518,0.01588,nan,nan,nan,nan,nan,nan,5.276,0.5456,0.9397,0.1928,nan,nan,nan,nan,nan,nan,0.2536,1.663,0.9413,1.313,2.523,18.18
362,2,1.391,0.1407,0.05788,0.01273,0.06092,0.00826,nan,nan,nan,nan,2.462,0.164,2.515,0.4197,2.236,0.1921,nan,nan,nan,nan,0.4544,0.1838,nan,1.093,0.5923,4.072
363,1,20.27,2.029,1.961,0.2013,0.2544,0.02876,nan,nan,0.1089,0.01391,2.623,0.1082,1.844,0.1558,1.77,0.4226,nan,nan,1.797,0.2837,1.724,0.442,1.336,0.3371,5.96,21.67
364,1,11.12,1.116,0.3678,0.05271,nan,nan,nan,nan,nan,nan,3.616,0.1155,2.772,1.327,nan,nan,nan,nan,nan,nan,0.541,0.982,1.084,0.4174,7.293,25.45
365,2,4.438,0.4446,0.5865,0.06331,0.09464,0.01173,nan,nan,nan,nan,2.297,0.1071,1.901,0.07325,2.549,0.2402,nan,nan,nan,nan,0.24,0.442,0.2283,0.4902,0.9784,5.672
366,2,0.6669,0.06918,nan,nan,nan,nan,nan,nan,nan,nan,1.252,0.04215,nan,nan,nan,nan,nan,nan,nan,nan,0.1838,0.4997,0.1208,0.6459,0.6346,4.509
367,2,2.512,0.2521,0.1982,0.02623,nan,nan,nan,nan,nan,nan,1.648,0.07479,1.302,0.03796,nan,nan,nan,nan,nan,nan,0.9199,0.1859,0.4729,0.8309,0.8832,6.254
368,2,0.9523,0.09682,0.06286,0.01173,nan,nan,nan,nan,nan,nan,1.978,0.06334,0.5436,0.1796,nan,nan,nan,nan,nan,nan,0.1225,0.2156,nan,0.05102,0.4231,3.782
369,1,4.153,0.4169,0.3124,0.03946,nan,nan,nan,nan,nan,nan,3.123,0.1547,1.252,0.1755,nan,nan,nan,nan,nan,nan,0.3364,1.449,1.029,1.541,1.988,13.09
370,2,5.92,0.5922,0.5914,0.06105,nan,nan,nan,nan,nan,nan,1.021,0.04703,1.047,0.05292,nan,nan,nan,nan,nan,nan,0.2259,0.622,0.3783,0.4872,0.6769,4.509
371,2,0.3635,0.03928,0.04448,0.01033,nan,nan,nan,nan,nan,nan,1.355,0.03025,0.8776,0.1086,nan,nan,nan,nan,nan,nan,0.1833,0.2195,nan,0.03749,0.3596,2.763
372,2,0.8187,0.08451,nan,nan,nan,nan,nan,nan,nan,nan,2.306,0.1255,nan,nan,nan,nan,nan,nan,nan,nan,0.2013,0.2559,nan,0.06831,0.7034,5.672
373,2,3.062,0.3085,0.3145,0.03882,0.08951,0.0115,nan,nan,nan,nan,1.518,0.04093,2.402,0.313,1.403,0.155,nan,nan,nan,nan,0.2308,0.4005,0.1266,0.499,1.825,11.05
374,2,6.043,0.6074,0.5167,0.06073,0.06375,0.01093,nan,nan,0.08497,0.01249,2.519,0.08687,0.3164,2.384,0.4213,0.2565,nan,nan,1.809,0.2603,0.2536,0.7603,0.5303,0.1483,5.415,29.82
375,2,0.7398,0.07799,nan,nan,nan,nan,nan,nan,0.01041,0.003544,1.875,0.07338,nan,nan,nan,nan,nan,nan,0.9335,0.1414,0.1499,0.422,nan,0.3654,1.089,7.563
376,2,3.261,0.3278,0.1892,0.02688,0.05116,0.007781,nan,nan,nan,nan,1.528,0.03606,1.076,0.1267,0.8572,0.174,nan,nan,nan,nan,0.2535,0.2862,nan,0.07684,1.544,8.145
377,1,3.773,0.3785,0.2053,0.02835,nan,nan,nan,nan,nan,nan,2.651,0.1339,3.379,0.5023,nan,nan,nan,nan,nan,nan,0.4379,0.6541,0.7271,0.3573,1.46,7.999
378,2,2.455,0.2466,0.1848,0.02575,nan,nan,nan,nan,nan,nan,2.691,0.1457,3.145,0.3688,nan,nan,nan,nan,nan,nan,0.4547,0.2722,0.3144,0.3637,0.9255,5.381
379,2,0.364,0.03947,nan,nan,nan,nan,nan,nan,nan,nan,1.449,0.038,nan,nan,nan,nan,nan,nan,nan,nan,0.1542,0.2232,nan,0.0508,0.3913,3.054
380,2,0.3972,0.04305,nan,nan,nan,nan,nan,nan,nan,nan,1.781,0.09917,nan,nan,nan,nan,nan,nan,nan,nan,0.3425,0.1865,nan,0.2349,0.4865,3.345
381,2,1.483,0.1534,0.1389,0.02375,nan,nan,nan,nan,nan,nan,2.89,0.09535,3.978,0.6355,nan,nan,nan,nan,nan,nan,0.1879,0.2438,nan,0.04122,2.618,17.74
382,1,15.37,1.538,1.535,0.158,0.1919,0.02218,nan,nan,nan,nan,1.909,0.08181,1.541,0.04379,1.481,0.2068,nan,nan,nan,nan,0.8351,0.4692,0.8984,0.443,3.527,13.24
383,1,14.02,1.403,1.522,0.1565,0.1718,0.01992,nan,nan,nan,nan,1.699,0.05031,1.661,0.04993,1.371,0.1124,nan,nan,nan,nan,0.8342,0.4697,0.8984,0.4428,2.501,9.018
384,2,8.034,0.804,0.7801,0.08205,nan,nan,nan,nan,nan,nan,1.305,0.01942,1.184,0.02054,nan,nan,nan,nan,nan,nan,0.5699,0.2369,0.3584,0.1432,1.227,5.091
385,2,1.124,0.1133,0.1045,0.01578,nan,nan,nan,nan,nan,nan,0.9283,0.031,1.023,0.04604,nan,nan,nan,nan,nan,nan,0.1864,0.2644,nan,0.0904,0.3755,2.763
386,2,1.797,0.1825,0.1147,0.02017,nan,nan,nan,nan,nan,nan,2.398,0.1366,2.49,0.2391,nan,nan,nan,nan,nan,nan,0.2803,0.6977,0.5372,0.4112,1.507,8.29
387,2,4.418,0.4449,0.1952,0.03141,nan,nan,0.002561,0.006168,0.0426,0.008303,2.457,0.06386,1.209,0.3326,nan,nan,-0.2629,861.8,1.614,0.323,0.7048,0.2841,0.5486,0.08593,4.268,20.8
388,2,1.013,0.1023,nan,nan,nan,nan,nan,nan,nan,nan,1.235,0.03831,nan,nan,nan,nan,nan,nan,nan,nan,0.1927,0.2568,nan,0.05423,0.4601,3.054
389,2,3.105,0.3121,0.2488,0.03298,nan,nan,nan,nan,nan,nan,1.939,0.05622,1.13,0.1025,nan,nan,nan,nan,nan,nan,0.2263,0.4434,0.1921,0.07339,1.444,9.163
390,2,2.24,0.2315,nan,nan,nan,nan,nan,nan,nan,nan,4.445,0.1959,nan,nan,nan,nan,nan,nan,nan,nan,0.3113,0.471,0.399,0.3241,5.664,39.12
391,2,0.9498,0.09621,nan,nan,nan,nan,nan,nan,nan,nan,1.692,0.0856,nan,nan,nan,nan,nan,nan,nan,nan,0.201,0.2323,nan,0.01386,0.3649,3.054
392,2,5.098,0.5103,0.6826,0.07189,0.08428,0.01061,nan,nan,nan,nan,1.087,0.0188,0.9827,0.01779,1.181,0.04468,nan,nan,nan,nan,0.2407,0.333,nan,0.1559,0.9202,4.363
393,2,2.655,0.2693,0.1232,0.02333,nan,nan,0.03296,0.006875,nan,nan,2.188,0.08933,0.7898,0.158,nan,nan,1.357,0.3757,nan,nan,0.1983,0.2436,nan,0.02009,3.12,18.76
394,2,3.834,0.3843,0.3825,0.04289,0.03164,0.005875,nan,nan,0.0879,0.01116,1.511,0.02987,0.9965,0.0303,0.4261,0.8107,nan,nan,1.896,0.08273,0.2678,0.2442,nan,0.01231,0.862,4.363
395,1,1.012,0.1062,0.01603,0.01386,nan,nan,nan,nan,nan,nan,2.625,0.08558,-0.2706,2399,nan,nan,nan,nan,nan,nan,0.593,0.2125,0.3237,0.6211,1.301,8.436
396,1,3.28,0.3315,0.3404,0.04312,nan,nan,0.007651,0.005669,nan,nan,2.199,0.09745,1.824,0.4217,nan,nan,0.09675,2.797e+07,nan,nan,0.6348,0.2687,0.4718,0.4771,3.194,18.47
397,2,0.9243,0.09542,nan,nan,nan,nan,nan,nan,nan,nan,1.466,0.03195,nan,nan,nan,nan,nan,nan,nan,nan,0.2037,0.2733,nan,0.006087,0.8409,4.945
398,2,0.919,0.09368,nan,nan,nan,nan,nan,nan,nan,nan,1.246,0.04302,nan,nan,nan,nan,nan,nan,nan,nan,0.2404,0.2864,nan,0.09714,0.6188,3.491
399,2,1.754,0.1793,nan,nan,nan,nan,nan,nan,nan,nan,2.036,0.07857,nan,nan,nan,nan,nan,nan,nan,nan,0.2906,0.6397,0.5129,0.2765,2.528,9.454
400,2,0.3426,0.03861,nan,nan,nan,nan,nan,nan,nan,nan,2.134,0.09648,nan,nan,nan,nan,nan,nan,nan,nan,0.2298,0.202,nan,0.03251,0.5077,3.782
401,2,0.4675,0.04981,0.03761,0.01016,nan,nan,nan,nan,nan,nan,1.54,0.03863,0.9166,0.06519,nan,nan,nan,nan,nan,nan,0.2293,0.1936,nan,0.02492,0.349,2.763
402,2,0.8042,0.08279,0.1549,0.0217,nan,nan,0.006147,0.002983,nan,nan,1.865,0.05381,1.698,0.08577,nan,nan,0.265,113.2,nan,nan,0.1867,0.2029,nan,0.004565,0.513,4.072
403,2,0.6519,0.06894,nan,nan,nan,nan,nan,nan,nan,nan,1.9,0.08633,nan,nan,nan,nan,nan,nan,nan,nan,0.1952,0.1908,nan,0.01201,0.6505,4.363
404,2,1.723,0.1743,nan,nan,nan,nan,nan,nan,nan,nan,1.383,0.03808,nan,nan,nan,nan,nan,nan,nan,nan,0.1826,0.3194,nan,0.184,1.232,6.836
